




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
trans-synaptic signaling by nitric oxide (GO:0099548)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
peptidyl-arginine modification (GO:0018195)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of translation at synapse, modulating synaptic transmission (GO:0099547)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
peptidyl-amino acid modification (GO:0018193)	275	0	1.12	-	 < 0.01	6.32E-01	1.00E00
trans-synaptic signaling by trans-synaptic complex (GO:0099545)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
peptidyl-serine octanoylation (GO:0018191)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by soluble gas (GO:0099543)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein octanoylation (GO:0018190)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by endocannabinoid (GO:0099542)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by lipid (GO:0099541)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum calcium ion homeostasis (GO:0032469)	26	0	.11	-	 < 0.01	1.00E00	1.00E00
Golgi calcium ion homeostasis (GO:0032468)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of cytokinesis (GO:0032467)	51	0	.21	-	 < 0.01	1.00E00	1.00E00
negative regulation of cytokinesis (GO:0032466)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of cytokinesis (GO:0032465)	96	0	.39	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein homooligomerization (GO:0032464)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein homooligomerization (GO:0032463)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of protein homooligomerization (GO:0032462)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein oligomerization (GO:0032461)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of cell proliferation involved in heart morphogenesis (GO:2000137)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein oligomerization (GO:0032460)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of cell proliferation involved in heart morphogenesis (GO:2000136)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	58	0	.24	-	 < 0.01	1.00E00	1.00E00
synaptic signaling via neuropeptide (GO:0099538)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of presynaptic cytosolic calcium concentration (GO:0099533)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
synaptic vesicle endosomal processing (GO:0099532)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of protein oligomerization (GO:0032459)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
slow endocytic recycling (GO:0032458)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of endocannabinoid signaling pathway (GO:2000124)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of removal of superoxide radicals (GO:2000121)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of sodium-dependent phosphate transport (GO:2000120)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
protein depropionylation (GO:0106230)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
protein nucleotidylation (GO:0018175)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
postsynapse to nucleus signaling pathway (GO:0099527)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
presynaptic dense core vesicle exocytosis (GO:0099525)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
protein urmylation (GO:0032447)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of sodium-dependent phosphate transport (GO:2000119)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of sodium-dependent phosphate transport (GO:2000118)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
peptidyl-lysine glutarylation (GO:0106227)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of establishment of cell polarity (GO:2000114)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
positive regulation of macrophage apoptotic process (GO:2000111)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of macrophage apoptotic process (GO:2000110)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
dense core granule cytoskeletal transport (GO:0099519)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
vesicle cytoskeletal trafficking (GO:0099518)	57	0	.23	-	 < 0.01	1.00E00	1.00E00
symbiont entry into host (GO:0044409)	114	0	.47	-	 < 0.01	1.00E00	1.00E00
synaptic vesicle transport along microtubule (GO:0099517)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
actin filament-based transport (GO:0099515)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
adhesion of symbiont to host (GO:0044406)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
synaptic vesicle cytoskeletal transport (GO:0099514)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
biological process involved in symbiotic interaction (GO:0044403)	188	0	.77	-	 < 0.01	1.00E00	1.00E00
cAMP catabolic process (GO:0006198)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
AMP catabolic process (GO:0006196)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
purine nucleotide catabolic process (GO:0006195)	95	0	.39	-	 < 0.01	1.00E00	1.00E00
melanosome organization (GO:0032438)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
ITP catabolic process (GO:0006193)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	82	0	.33	-	 < 0.01	1.00E00	1.00E00
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	45	0	.18	-	 < 0.01	1.00E00	1.00E00
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	137	0	.56	-	 < 0.01	1.00E00	1.00E00
regulation of macrophage apoptotic process (GO:2000109)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of leukocyte apoptotic process (GO:2000108)	32	0	.13	-	 < 0.01	1.00E00	1.00E00
thermosensory behavior (GO:0040040)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of leukocyte apoptotic process (GO:2000107)	57	0	.23	-	 < 0.01	1.00E00	1.00E00
tRNA C3-cytosine methylation (GO:0106217)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of leukocyte apoptotic process (GO:2000106)	95	0	.39	-	 < 0.01	1.00E00	1.00E00
positive regulation of DNA-templated DNA replication (GO:2000105)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
negative regulation of DNA-templated DNA replication (GO:2000104)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of mammary stem cell proliferation (GO:2000103)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of mammary stem cell proliferation (GO:2000101)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein oxidation (GO:0018158)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of presynaptic cytosolic calcium ion concentration (GO:0099509)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
symbiont-mediated disruption of host cellular anatomical structure (GO:0052008)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine (GO:0018153)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of presynaptic membrane potential (GO:0099505)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
calcium-dependent activation of synaptic vesicle fusion (GO:0099502)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
'de novo' IMP biosynthetic process (GO:0006189)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
IMP biosynthetic process (GO:0006188)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
vesicle fusion to plasma membrane (GO:0099500)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
dGDP biosynthetic process (GO:0006185)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
GTP biosynthetic process (GO:0006183)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	34	0	.14	-	 < 0.01	1.00E00	1.00E00
cGMP biosynthetic process (GO:0006182)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
positive regulation of mismatch repair (GO:0032425)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of development, heterochronic (GO:0040034)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of mismatch repair (GO:0032423)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
snRNA modification (GO:0040031)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
peptide cross-linking (GO:0018149)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
keratan sulfate proteoglycan biosynthetic process (GO:0018146)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
guanine salvage (GO:0006178)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
GMP biosynthetic process (GO:0006177)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
dATP biosynthetic process (GO:0006175)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
lysosome localization (GO:0032418)	64	0	.26	-	 < 0.01	1.00E00	1.00E00
dADP biosynthetic process (GO:0006173)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of sodium:proton antiporter activity (GO:0032417)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
ADP biosynthetic process (GO:0006172)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
cAMP biosynthetic process (GO:0006171)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
dAMP biosynthetic process (GO:0006170)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of ion transmembrane transporter activity (GO:0032414)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
negative regulation of ion transmembrane transporter activity (GO:0032413)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
regulation of monoatomic ion transmembrane transporter activity (GO:0032412)	81	0	.33	-	 < 0.01	1.00E00	1.00E00
positive regulation of transporter activity (GO:0032411)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
regulation of meiotic nuclear division (GO:0040020)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
negative regulation of transporter activity (GO:0032410)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
adenine salvage (GO:0006168)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
AMP biosynthetic process (GO:0006167)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
purine ribonucleoside salvage (GO:0006166)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of embryonic development (GO:0040019)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
regulation of transporter activity (GO:0032409)	87	0	.36	-	 < 0.01	1.00E00	1.00E00
positive regulation of multicellular organism growth (GO:0040018)	34	0	.14	-	 < 0.01	1.00E00	1.00E00
purine nucleotide biosynthetic process (GO:0006164)	175	0	.71	-	 < 0.01	1.00E00	1.00E00
embryonic cleavage (GO:0040016)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of multicellular organism growth (GO:0040015)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
deoxyguanosine catabolic process (GO:0006161)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of multicellular organism growth (GO:0040014)	68	0	.28	-	 < 0.01	1.00E00	1.00E00
melanosome transport (GO:0032402)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
locomotion (GO:0040011)	377	0	1.54	-	 < 0.01	4.11E-01	1.00E00
establishment of melanosome localization (GO:0032401)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
positive regulation of growth rate (GO:0040010)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
melanosome localization (GO:0032400)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
protein hydroxylation (GO:0018126)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
peptidyl-cysteine methylation (GO:0018125)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
deoxyadenosine catabolic process (GO:0006157)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of growth rate (GO:0040009)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
adenosine catabolic process (GO:0006154)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
purine nucleoside catabolic process (GO:0006152)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
establishment of mitotic spindle localization (GO:0040001)	40	0	.16	-	 < 0.01	1.00E00	1.00E00
peptidyl-cysteine S-nitrosylation (GO:0018119)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of smooth muscle tissue development (GO:1905899)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein adenylylation (GO:0018117)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mitotic spindle checkpoint signaling (GO:0071174)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
spindle assembly checkpoint signaling (GO:0071173)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
deoxyinosine catabolic process (GO:0006149)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of cellular response to very-low-density lipoprotein particle stimulus (GO:1905890)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
inosine catabolic process (GO:0006148)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to hydrostatic pressure (GO:0051599)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
guanine catabolic process (GO:0006147)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
meiotic recombination checkpoint signaling (GO:0051598)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
response to methylmercury (GO:0051597)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of cytoplasmic translation in response to stress (GO:1990497)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
purine nucleobase catabolic process (GO:0006145)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
purine nucleobase metabolic process (GO:0006144)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
response to folic acid (GO:0051593)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
response to calcium ion (GO:0051592)	139	0	.57	-	 < 0.01	1.00E00	1.00E00
regulation of nucleotide metabolic process (GO:0006140)	88	0	.36	-	 < 0.01	1.00E00	1.00E00
response to cAMP (GO:0051591)	90	0	.37	-	 < 0.01	1.00E00	1.00E00
positive regulation of neurotransmitter transport (GO:0051590)	26	0	.11	-	 < 0.01	1.00E00	1.00E00
viral translational termination-reinitiation (GO:0075525)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
viral translational frameshifting (GO:0075523)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
IRES-dependent viral translational initiation (GO:0075522)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
microtubule-dependent intracellular transport of viral material towards nucleus (GO:0075521)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
establishment of protein localization to chromatin (GO:0071169)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
peptidyl-tyrosine phosphorylation (GO:0018108)	49	0	.20	-	 < 0.01	1.00E00	1.00E00
protein localization to chromatin (GO:0071168)	34	0	.14	-	 < 0.01	1.00E00	1.00E00
peptidyl-threonine phosphorylation (GO:0018107)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
ribonucleoprotein complex localization (GO:0071166)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
peptidyl-serine phosphorylation (GO:0018105)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
positive regulation of triglyceride transport (GO:1905885)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
DNA replication preinitiation complex assembly (GO:0071163)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of triglyceride transport (GO:1905883)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of dopamine uptake involved in synaptic transmission (GO:0051586)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of dopamine uptake involved in synaptic transmission (GO:0051585)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of dopamine uptake involved in synaptic transmission (GO:0051584)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
dopamine uptake involved in synaptic transmission (GO:0051583)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of neurotransmitter uptake (GO:0051582)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of neurotransmitter uptake (GO:0051581)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
mRNA pseudouridine synthesis (GO:1990481)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of neurotransmitter uptake (GO:0051580)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
microtubule-dependent intracellular transport of viral material (GO:0075519)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
clathrin-dependent endocytosis of virus by host cell (GO:0075512)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of oogenesis (GO:1905879)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of postsynaptic density organization (GO:1905875)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of postsynaptic density organization (GO:1905874)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein localization to cell leading edge (GO:1905873)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein localization to cell leading edge (GO:1905872)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of protein localization to cell leading edge (GO:1905871)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of 3'-UTR-mediated mRNA stabilization (GO:1905870)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of arginine metabolic process (GO:0000821)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
glycerol-3-phosphate shuttle (GO:0006127)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to ultrasound (GO:1990478)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of glutamine family amino acid metabolic process (GO:0000820)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
mitochondrial electron transport, succinate to ubiquinone (GO:0006121)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
negative regulation of fatty acid beta-oxidation (GO:0031999)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
endocytosis involved in viral entry into host cell (GO:0075509)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of fatty acid beta-oxidation (GO:0031998)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
entry of viral genome into host nucleus through nuclear pore complex via importin (GO:0075506)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mRNA export from nucleus in response to heat stress (GO:0031990)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of 3'-UTR-mediated mRNA stabilization (GO:1905869)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of 3'-UTR-mediated mRNA stabilization (GO:1905868)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
epididymis development (GO:1905867)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
sister chromatid segregation (GO:0000819)	146	0	.60	-	 < 0.01	1.00E00	1.00E00
resolution of mitotic recombination intermediates (GO:0071140)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
protein autosumoylation (GO:1990466)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
glycerol biosynthetic process (GO:0006114)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
fermentation (GO:0006113)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
energy reserve metabolic process (GO:0006112)	79	0	.32	-	 < 0.01	1.00E00	1.00E00
cellular component maintenance (GO:0043954)	67	0	.27	-	 < 0.01	1.00E00	1.00E00
smooth endoplasmic reticulum calcium ion homeostasis (GO:0051563)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of gluconeogenesis (GO:0006111)	55	0	.22	-	 < 0.01	1.00E00	1.00E00
negative regulation of mitochondrial calcium ion concentration (GO:0051562)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of glycolytic process (GO:0006110)	57	0	.23	-	 < 0.01	1.00E00	1.00E00
positive regulation of mitochondrial calcium ion concentration (GO:0051561)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of cAMP-mediated signaling (GO:0043951)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mitochondrial calcium ion homeostasis (GO:0051560)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
positive regulation of cAMP-mediated signaling (GO:0043950)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
bombesin receptor signaling pathway (GO:0031989)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
locomotion involved in locomotory behavior (GO:0031987)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
resolution of DNA recombination intermediates (GO:0071139)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of pentose-phosphate shunt (GO:1905857)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of pentose-phosphate shunt (GO:1905856)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of carbohydrate metabolic process (GO:0006109)	182	0	.74	-	 < 0.01	1.00E00	1.00E00
malate metabolic process (GO:0006108)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
oxaloacetate metabolic process (GO:0006107)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of cAMP-mediated signaling (GO:0043949)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
response to diphenyl ether (GO:1901497)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
fumarate metabolic process (GO:0006106)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
succinate metabolic process (GO:0006105)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
succinyl-CoA metabolic process (GO:0006104)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
regulation of cysteine metabolic process (GO:1901494)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
2-oxoglutarate metabolic process (GO:0006103)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
isocitrate metabolic process (GO:0006102)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of lymphangiogenesis (GO:1901492)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
citrate metabolic process (GO:0006101)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
flavone metabolic process (GO:0051552)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of lymphangiogenesis (GO:1901491)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of lymphangiogenesis (GO:1901490)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of telomeric D-loop disassembly (GO:1905840)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of keratinocyte migration (GO:0051549)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
